image,description
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_flyer_3811.png,a close up of a paper bag with a leaf on it
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/crumbled_plastic_bag_1229.png,A plastic bag sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_bottle_4241.png,A blue plastic object on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_tissue_wrap_4555.png,A plastic bag sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_cookie_wapper_3982.png,A brown paper bag sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/newspaper_with_crosswords_3634.png,A crossword puzzle is sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/magazine_3347.png,A magazine spread with a bunch of pictures on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/mixed_material_chip_bag_3589.png,A bag of food sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2294.png,a bottle of beer sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2327.png,A bottle of white wine with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/big_olive_jar_lid_301.png,a close up of a bottle cap on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soda metal can_24.png,A can of peace tea sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_package_3862.png,A white envelope sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2349.png,a close up of a glass vase on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass bottle_72.png,A glass jar sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/carboard_card_box_454.png,A box with a red wax seal on top of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ice_tea_metal_can_2661.png,A can of soda sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/chipotle_sauce_can_727.png,A can of food sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_can_228.png,A close up of a tube of toothpaste on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cookbook_page_1190.png,A cookbook with a picture of a sandwich on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/front_of_wine_bottle_2184.png,A bottle of wine sitting on top of a stove.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_gum_pack_1615.png,A box of peppermint menthe on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_vegetable_carton_1794.png,A plastic container with a label on it sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/frozen_food_cardboard_box_2196.png,A box of soup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_toilet_paper_roll_1492.png,A roll of toilet paper on a black surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dirty_aluminum_foil_take_out_1305.png,A white plate with a circular design on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/lululemon_tag_3340.png,A black lululemon phone sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Clean_plastic_jar_910.png,A clear plastic jar with a white lid on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_sealable_bag_4537.png,A pair of white envelopes sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_shampoo_container_1754.png,A bottle of head and shoulders dry scalp care on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/shampoo_bottle_4764.png,A bottle of liquid sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5295.png,A bottle of wine with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_paper_food_bag_1684.png,A brown paper bag sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beverage_glass_274.png,A green bottle of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soup_packaging_4929.png,a close up of a cup of food on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/diced_tomatoes_metal_can_1301.png,A can of canned tomatoes sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/pack_of_tomatoes_3750.png,A package of grapes sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_lid_920.png,A clear plastic container with a business card on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/skincare_bodycream_4849.png,A jar of cream sitting on top of a cardboard box.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/used_plastic_sipper_5194.png,a close up of a cup with a straw in it
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cola_can_1170.png,A can of coca cola sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/some_cuted_papers_4924.png,A green and blue paper sculpture on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_water_bottle_without_cap_1806.png,A plastic water bottle sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/baked_treats_box_116.png,A white box with a clear plastic cover on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_cookie_container_wrapper_4445.png,A piece of foil sitting on top of a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_food_packaging_540.png,A box of chocolate pudding sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard food container.png,A bowl of food with a fork in it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_bag_with_a_button_4232.png,A plastic bag with a red and white logo on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper cup_43.png,A paper cup with a mcdonald's logo on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/water_bottle_5251.png,A bottle of water sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_bag_3946.png,A brown paper bag sitting on a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Coffee_Cup_With_Lid__1149.png,A red cup with a white lid sitting on the floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ripped_pieces_of_a_magic_deck_carboard_box_4712.png,A box of cards sitting on top of a towel.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_bottle_172.png,A bottle of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_box_491.png,A cardboard box sitting on the floor next to a door.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/an_enveloped_teared_in_half_90.png,a piece of white paper sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/vodka_bottle_5227.png,A clear glass bottle with a red label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/amazon_bubble_mailer_81.png,A package of Amazon Prime sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/scrap_paper_4759.png,A piece of paper with a picture of a man on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/black_garbage_bag_309.png,A pile of black garbage bags sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_garlic_spread_container_900.png,A white plastic container sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/protein_powder_plastic_tub_4647.png,A bottle of water sitting on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/grocery_store_flyer_2589.png,A newspaper with a bunch of food on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_bottle_169.png,A bottle of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dipping_sauce_plastic_container_1304.png,A plastic container sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_gatorade_bottle_904.png,A bottle of water sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_orange_juice_container_4515.png,A jug of orange juice sitting on the floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_cereal_bag_1557.png,A plastic bag sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Empty_Hot_Sauce_Bottle_1624.png,A bottle of hot sauce sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_acai_container_4229.png,A yellow plastic bucket sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/almond_milk_carton_32.png,A package of almond milk sitting on top of a black tarp.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/piece_of_paper_4159.png,a piece of paper with writing on it
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_wrapper_of_chewing_gum_4577.png,A piece of aluminum foil sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Japanese_tea_empty_plastic_bottle_3211.png,A bottle of water sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/sprite_can_4952.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper cup_157.png,A white cup sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/crushed_metal_can_1265.png,a can of soda sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/fish_tin_lid_1897.png,A yellow frog shaped object sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cereal_box_706.png,A box of cereal sitting on top of a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/grocery_store_flyer_2580.png,A stack of newspapers sitting on top of each other.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Medicine_package_plastic_3405.png,A blue plastic bottle sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cream_carton_1220.png,A carton of milk sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Empty_Scrub_Free_Bottle_1749.png,A bottle of scrub free on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/gatorade_bottle_seal_2215.png,A small white object sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/piece_of_newspaper_4141.png,a close up of a box with a label on it
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_aluminum_food_tray_762.png,A foil container with a piece of foil on top of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/toothpaste_cardboard_packaging_5120.png,A tube of toothpaste sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Monster_can_3594.png,a bottle of liquid sitting on top of a pink surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic bottle_45.png,A plastic bottle of water sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dirty_maplesyrup_bottle_1344.png,A white jug with a black handle sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/olive_oil_can_3702.png,A blue tin can with a picture of a hand on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/coconut_water_can_1102.png,A can of coconut water on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/small_movie_poster_4860.png,a close up of a piece of paper on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5297.png,A bottle of wine with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard box_28.png,A box of food sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/oil_metal_can_3689.png,a close up of a metal container with a handle
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/whisky_bottle_5260.png,A bottle of Johnnie Walker A Song of Ice.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_box_598.png,A package of cereal sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_medicine_box_1646.png,A bottle of liquid sitting on top of a sink.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bottle_of_white_wine_331.png,A bottle of white wine sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/toliet_paper_roll_5100.png,A roll of toilet paper sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_container__2380.png,a bottle of perfume sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bread_bag_369.png,A plastic bag with a red and white bag inside of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/metal_container_3517.png,A small black box sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beverage_glass_bottle_267.png,A bottle of wine sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/body_lotion_plastic_bottle_317.png,A bottle of Nivea body lotion sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bud_light_beer_can_410.png,A can of beer sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/drink_can_1416.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soap_cardboard_4886.png,A box of Dove cream sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bread_plastic_bag_376.png,A red plastic bag sitting on top of a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_wrap_684.png,A cardboard box with a handle on a gray surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_41.png,A flyer on a wooden table with a qr code on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_drink_bottle_2390.png,A clear glass bottle with a yellow cap.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_paprika_bag_925.png,A package of food sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard roll.png,A toilet paper roll sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/receipt_4666.png,A couple of tickets sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_bottle_4390.png,A bottle of water sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/metal_can_maple_sryup_3512.png,A can of pure maple syrup sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/egg_containter_cardboard_1456.png,A carton of eggs sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/tall_beer_can_5028.png,A can of beer sitting on top of a piece of paper.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_box_packaging_2157.png,A box of edamame sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_metal_can_1474.png,A close up of a brown vase with a white background.
